deal_id,deal_title,deal_url,deal_rating,deal_rating_count,deal_mrp_price,deal_act_price,deal_offer_percent,deal_offer_price,top_offers,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_all,product_description,top_customer_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,wishmechstore M10 TWS 5.1 Wireless Sports Bluetooth Headset with Emergency Power Bank Feature Smart Headphones  (Wireless),https://www.flipkart.com/wishmechstore-m10-tws-5-1-wireless-sports-bluetooth-headset-emergency-power-bank-feature-smart-headphones/p/itmb9f7316084714?pid=SMHGHGY4NH3MCYDJ&lid=LSTSMHGHGY4NH3MCYDJQTA97Y&marketplace=FLIPKART&q=smart+wearable&store=ajy%2Fvam&srno=s_1_9&otracker=category&fm=organic&iid=7bf318c3-f5f6-4e9d-9c1d-e66747c689a6.SMHGHGY4NH3MCYDJ.SEARCH&ppt=pp&ppn=pp&ssid=gm3s15ioqo0000001716143975402&qH=bd2d8225f0c52a6b,3.1,42,2999,446,85,2553,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '6% off up to ₹2000 on HDFC Bank Credit Card EMI Txns, Tenure: 6month and above, Min Txn Value: ₹7500'}, {'type': 'Special Price', 'description': 'Get extra 10% off (price inclusive of cashback/coupon)'}]",Wearable Smart Devices,Smart Headphones,wishmechstore Smart Headphones,,,,,"['Home', 'Wearable Smart Devices', 'Smart Headphones', 'wishmechstore Smart Headphones']",,"[{'rating': '1', 'comment_text': 'Useless pREAD MORE'}, {'rating': '5', 'comment_text': 'Best sound qualityREAD MORE'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"Apple 2022 MacBook Air Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight",https://www.amazon.in/2022-Apple-MacBook-Laptop-chip/dp/B0B3BMKMGP/ref=sr_1_21?dib=eyJ2IjoiMSJ9.dyse93q14eJCojM6VESlwTcq-0cuC2zkmZUSpQdAHWARBn2Y6TpwjGJLpvHg4mlvmKOxtnkqgcvnGceNwW22UwhjstiXTAA3NOQJDxipjTboariOhVEafGUBbDUuSKSv4kuIYjCyAov6T6cVdR-QmZZfxOkv5stmB_vX_eohyni7-nMAH22oi70xb7bbBHGaBRTUZSh-K1l-PZWf-7q27SB54clPlDwIRY2h59nb6TpopaUljL88Vd1D51ry2wcLUXxD2JA8k41xjw6tQhb5jdTQ9IwddkVKNUeKcPRWa6I.FGmZGf2JooHSVbWq5_MU2Mcr-P42DVL8NtYXilFUZlw&dib_tag=se&qid=1716143940&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-21,4.7,60,114900,93990,18,20910,"['Upto ₹5,000.00 discount on select Credit CardsUpto ₹5,000.00 discount on select Credit Cards', 'Upto ₹4,232.25 EMI interest savings on select Credit CardsUpto ₹4,232.25 EMI interest savings on select Credit Cards', 'Switch to Flash.co email id & get Rs 250/- Amazon Pay cashbackSwitch to Flash.co email id & get Rs 250/- Amazon Pay cashback']",,,,,,,,[],"STRIKINGLY THIN DESIGN – The redesigned MacBook Air is more portable than ever and weighs just 1.24 kg (2.7 pounds). It’s the ultra-capable laptop that lets you work, play or create just about anything — anywhere. SUPERCHARGED BY M2 – Get more done faster with a next-generation 8-core CPU, up to 10-core GPU and up to 24GB of unified memory. UP TO 18 HOURS OF BATTERY LIFE – Go all day and into the night, thanks to the power-efficient performance of the Apple M2 chip. BIG, BEAUTIFUL DISPLAY – The 34.46-centimetre (13.6-inch) Liquid Retina display features over 500 nits of brightness, P3 wide colour and support for one billion colours for vibrant images and incredible detail. ADVANCED CAMERA AND AUDIO – Look sharp and sound great with a 1080p FaceTime HD camera, three-mic array and four-speaker sound system with Spatial Audio. VERSATILE CONNECTIVITY – MacBook Air features a MagSafe charging port, two Thunderbolt ports and a headphone jack. EASY TO USE – Your Mac feels familiar from the moment you turn it on and works seamlessly with all your Apple devices. BUILT TO LAST – The all-aluminium unibody enclosure is exceptionally durable. And free software updates keep things running smooth and secure for years to come. SIMPLY COMPATIBLE – All your go-to apps run lightning fast — including Microsoft 365, Zoom and many of your favourite iPhone and iPad apps. COMES WITH APPLECARE WARRANTY – Every Mac comes with a one-year limited warranty and up to 90 days of complimentary technical support. Get AppleCare+ to extend your coverage.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"ASUS Vivobook 16X (2022), 16.0-inch (40.64 cms) FHD+ 16:10, AMD Ryzen 5 5600H, Thin and Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.80 kg), M1603QA-MB501WS",https://www.amazon.in/ASUS-Vivobook-16-0-inch-40-64-M1603QA-MB501WS/dp/B0B8ZT96HS/ref=sr_1_15?dib=eyJ2IjoiMSJ9.dyse93q14eJCojM6VESlwTcq-0cuC2zkmZUSpQdAHWARBn2Y6TpwjGJLpvHg4mlvmKOxtnkqgcvnGceNwW22UwhjstiXTAA3NOQJDxipjTboariOhVEafGUBbDUuSKSv4kuIYjCyAov6T6cVdR-QmZZfxOkv5stmB_vX_eohyni7-nMAH22oi70xb7bbBHGaBRTUZSh-K1l-PZWf-7q27SB54clPlDwIRY2h59nb6TpopaUljL88Vd1D51ry2wcLUXxD2JA8k41xjw6tQhb5jdTQ9IwddkVKNUeKcPRWa6I.FGmZGf2JooHSVbWq5_MU2Mcr-P42DVL8NtYXilFUZlw&dib_tag=se&qid=1716143940&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-15,4.2,1255,104990,45990,56,59000,"['Upto ₹2,070.87 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹2,070.87 EMI interest savings on Amazon Pay ICICI…', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'ASUS Back to School [Warranty Extended Plan OFFER]ASUS Back to School [Warranty Extended Plan OFFER]']",Computers & Accessories,Laptops,Traditional Laptops,,,,,"['Computers & Accessories', 'Laptops', 'Traditional Laptops']","Processor: AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost);Memory: 8GB DDR4 on board 3200MHz with | Storage: 512GB M.2 NVMe PCIe 3.0 SSD Display: 16-inch (40.64cm), WUXGA (1920 x 1200) 16:10 aspect ratio, 300nits, 60Hz refresh rate, 45% NTSC color gamut, Anti-glare display;Graphics: Integrated AMD Radeon Vega 7 Graphics Operating System: Windows 11 Home with Lifetime validity | Software Included: Office Home and Student 2021 included with Lifetime validity;Design: 1.80 ~ 1.84 cm Thin | 1.88 kg weight | Thin and Light Laptop | 50WHrs, 3S1P, 3-cell Li-ion | Up to 8 hours battery life ;Note: Battery life depends on conditions of usage Keyboard: Backlit Chiclet Keyboard with Num-key;I/O Port: 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x 3.5mm Combo Audio Jack, 1x DC-in; Other: VGA camera | Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth 4.1 | Audio by ICEpower, Built-in speaker, Built-in microphone | with Cortana support | US MIL-STD 810H military-grade standard Battery Average Life: 8.0 Hours; Chipset Type: Amd B450",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,MadRabbit Liquid Earbuds Smart Headphones  (Wireless),https://www.flipkart.com/madrabbit-liquid-earbuds-smart-headphones/p/itm2b340ee3ea807?pid=SMHGMZGYHZAR6CEB&lid=LSTSMHGMZGYHZAR6CEBTE5FKC&marketplace=FLIPKART&q=smart+wearable&store=ajy%2Fvam&srno=s_1_21&otracker=category&fm=organic&iid=7bf318c3-f5f6-4e9d-9c1d-e66747c689a6.SMHGMZGYHZAR6CEB.SEARCH&ppt=pp&ppn=pp&ssid=gm3s15ioqo0000001716143975402&qH=bd2d8225f0c52a6b,3.8,16,4999,1843,63,3156,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '6% off up to ₹2000 on HDFC Bank Credit Card EMI Txns, Tenure: 6month and above, Min Txn Value: ₹7500'}, {'type': 'Special Price', 'description': 'Get extra 26% off (price inclusive of cashback/coupon)'}]",Wearable Smart Devices,Smart Headphones,MadRabbit Smart Headphones,,,,,"['Home', 'Wearable Smart Devices', 'Smart Headphones', 'MadRabbit Smart Headphones']",High-fidelity AudioA Complete Gaming ExperienceSuitable for Phone CallsTouch Control EnabledUninterrupted Entertainment,"[{'rating': '5', 'comment_text': 'Incredible product with incredible sound quality....plus solid build quality...it sound like premium buds....keep going madrabbit 👍👍READ MORE'}, {'rating': '5', 'comment_text': 'Best product in sound and bass. And looks very premium and handy. I thought it will be big earbuds, but its correctly fitting and fit size. Gaming mode is good. Totally worth buying.READ MORE'}, {'rating': '3', 'comment_text': 'I feel product was bad due to I was buying in ear buds 4 months before but one ear buds not workingREAD MORE'}, {'rating': '1', 'comment_text': 'After 2 months pairing isshue we can connect only one ear podREAD MORE'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Aazeen M19 Smart Headphones  (Wireless),https://www.flipkart.com/aazeen-m19-smart-headphones/p/itmc47bcbb37516b?pid=SMHGTHGZGBZBDFYK&lid=LSTSMHGTHGZGBZBDFYKTEWIVM&marketplace=FLIPKART&q=smart+wearable&store=ajy%2Fvam&srno=s_1_7&otracker=category&fm=organic&iid=7bf318c3-f5f6-4e9d-9c1d-e66747c689a6.SMHGTHGZGBZBDFYK.SEARCH&ppt=pp&ppn=pp&ssid=gm3s15ioqo0000001716143975402&qH=bd2d8225f0c52a6b,4.2,5,1399,404,71,995,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '6% off up to ₹2000 on HDFC Bank Credit Card EMI Txns, Tenure: 6month and above, Min Txn Value: ₹7500'}, {'type': 'Special Price', 'description': 'Get extra 19% off (price inclusive of cashback/coupon)'}]",Wearable Smart Devices,Smart Headphones,Aazeen Smart Headphones,,,,,"['Home', 'Wearable Smart Devices', 'Smart Headphones', 'Aazeen Smart Headphones']",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm) FHD IPS 144Hz, 8GB DDR4, 512GB SSD, Backlit KB, 9ms Response time (Win 11, MSO, Silver, 2.37 kg), fb0050AX",https://www.amazon.in/HP-5-5600H-Graphics-Response-15-fb0050AX/dp/B0B5R97495/ref=sr_1_18?dib=eyJ2IjoiMSJ9.dyse93q14eJCojM6VESlwTcq-0cuC2zkmZUSpQdAHWARBn2Y6TpwjGJLpvHg4mlvmKOxtnkqgcvnGceNwW22UwhjstiXTAA3NOQJDxipjTboariOhVEafGUBbDUuSKSv4kuIYjCyAov6T6cVdR-QmZZfxOkv5stmB_vX_eohyni7-nMAH22oi70xb7bbBHGaBRTUZSh-K1l-PZWf-7q27SB54clPlDwIRY2h59nb6TpopaUljL88Vd1D51ry2wcLUXxD2JA8k41xjw6tQhb5jdTQ9IwddkVKNUeKcPRWa6I.FGmZGf2JooHSVbWq5_MU2Mcr-P42DVL8NtYXilFUZlw&dib_tag=se&qid=1716143940&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-18,4.2,43,68999,56600,18,12399,"['Upto ₹2,548.64 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹2,548.64 EMI interest savings on Amazon Pay ICICI…', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Switch to Flash.co email id & get Rs 250/- Amazon Pay cashbackSwitch to Flash.co email id & get Rs 250/- Amazon Pay…']",Computers & Accessories,Laptops,Traditional Laptops,,,,,"['Computers & Accessories', 'Laptops', 'Traditional Laptops']","【6-core AMD Ryzen 5 5600H】Run your games smoothly with 12 threads and a 16MB L3 cache. The advanced processor supports rapid multitasking for an uninterrupted gaming experience 【4GB NVIDIA GeForce RTX 3050 Laptop GPU】Experience exceptional graphic details with dedicated GPU, perfect for high-definition gaming and video editing tasks. 【High-speed memory and storage】The 8 GB DDR4 RAM and 512 GB PCIe Gen4 NVMe TLC M.2 SSD, offer fast data read and write speed for smooth gameplay and quick loading times. 【Popular games】Get ready to enjoy popular games like Counterstrike, Call of Duty, GTA V, Cyberpunk 2077, World of Warcraft, Minecraft, The Witcher 3, God of War 4, FIFA 23, Gotham Knights, and more. 【Micro-edge display】The 15.6-inch, FHD display offers an immersive viewing experience with a rapid 144Hz refresh rate and 9ms response time. Enjoy gaming with superior clarity and detail. 【Long-lasting battery】Stay powered for longer gaming sessions with a 4-cell, 70Wh battery. Fast charge your device up to 50% in 30 minutes to ensure you’re always ready for action. 【Effortless connectivity】Stay connected with a Wi-Fi 6 and Bluetooth 5.2 wireless card. The laptop also features a range of ports including 1 x HDMI 2.1, 2 x USB Type-A, 1 x USB Type-C, and 1 x RJ-45 ports. 【Enhanced collaboration】Enjoy clear voice chats with temporal noise reduction and HP Wide Vision 720p HD camera. The audio by B&O offers immersive sound quality for an enhanced gaming experience. 【Pre-loaded Win 11 and MS Office】Comes with Windows 11 Home and MS Office. Activate your MS Office by signing in or signing up, and follow the Office Activation Wizard. 【Sustainable choice】Choose sustainability with a laptop that features ocean-bound plastic and post-consumer recycled plastic. The laptop is also EPEAT Silver registered and ENERGY STAR certified.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"HAROON BT-MAX Pro with Vibration 60 Hours Battery Bluetooth Headset (Green, In the Ear) Smart Headphones  (Wireless)",https://www.flipkart.com/haroon-bt-max-pro-vibration-60-hours-battery-bluetooth-headset-green-ear-smart-headphones/p/itmc4b6d956b9f69?pid=SMHGJJBRHZFKW59A&lid=LSTSMHGJJBRHZFKW59AV3JULN&marketplace=FLIPKART&q=smart+wearable&store=ajy%2Fvam&srno=s_1_39&otracker=category&fm=organic&iid=7bf318c3-f5f6-4e9d-9c1d-e66747c689a6.SMHGJJBRHZFKW59A.SEARCH&ppt=pp&ppn=pp&ssid=gm3s15ioqo0000001716143975402&qH=bd2d8225f0c52a6b,3.9,14,2990,535,82,2455,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '6% off up to ₹2000 on HDFC Bank Credit Card EMI Txns, Tenure: 6month and above, Min Txn Value: ₹7500'}, {'type': 'Special Price', 'description': 'Get extra 9% off (price inclusive of cashback/coupon)'}]",Wearable Smart Devices,Smart Headphones,HAROON Smart Headphones,,,,,"['Home', 'Wearable Smart Devices', 'Smart Headphones', 'HAROON Smart Headphones']",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6 HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/Cloud Grey/1.61Kg), 82R400ERIN",https://www.amazon.in/Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_13?dib=eyJ2IjoiMSJ9.dyse93q14eJCojM6VESlwTcq-0cuC2zkmZUSpQdAHWARBn2Y6TpwjGJLpvHg4mlvmKOxtnkqgcvnGceNwW22UwhjstiXTAA3NOQJDxipjTboariOhVEafGUBbDUuSKSv4kuIYjCyAov6T6cVdR-QmZZfxOkv5stmB_vX_eohyni7-nMAH22oi70xb7bbBHGaBRTUZSh-K1l-PZWf-7q27SB54clPlDwIRY2h59nb6TpopaUljL88Vd1D51ry2wcLUXxD2JA8k41xjw6tQhb5jdTQ9IwddkVKNUeKcPRWa6I.FGmZGf2JooHSVbWq5_MU2Mcr-P42DVL8NtYXilFUZlw&dib_tag=se&qid=1716143940&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-13,4,1756,58390,40990,30,17400,"['Upto ₹1,845.71 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹1,845.71 EMI interest savings on Amazon Pay ICICI…', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Switch to Flash.co email id & get Rs 250/- Amazon Pay cashbackSwitch to Flash.co email id & get Rs 250/- Amazon Pay…']",Computers & Accessories,Laptops,Traditional Laptops,,,,,"['Computers & Accessories', 'Laptops', 'Traditional Laptops']",Processor: AMD Ryzen 5 5500U | Speed: 2.1GHz (Base) - 4.0GHz (Max) | 6 Cores | 12 Threads Display: 15.6 FHD (1920x1080) | TN | 250Nits Brightness | Anti Glare Graphics: Integrated AMD Radeon Graphics | Memory: 16GB DDR4-3200 | Storage: 512GB SSD Graphics:Integrated AMD Radeon Graphics OS and Software: Windows 11 Home | Office Home & Student 2021 | Xbox GamePass Ultimate 3-month subscription Design: 1.79 cm Thin & 1.61 kg Light | Non-backlit Keyboard | 4 Side Narrow Bezel || Connectivity: Wi-Fi 6 (11ax | 2x2) | Bluetooth 5.0 Battery Life: 42Wh Battery | Upto 7 Hours | Rapid Charge (get 2 hours of runtime with a 15-minute charge) Camera: HD 720p Camera | Fixed Focus | Privacy Shutter | Integrated Dual Array Microphone || Audio: 2x 1.5W Stereo Speakers | HD Audio | Dolby Audio Ports: 1x USB-A 2.0 | 1x USB-A 3.2 Gen 1 | 1x USB-C 3.2 Gen 1 (Data transfer only) | 1x HDMI 1.4b | 1x 4-in-1 card reader (SD, SDHC, SDXC, MMC) | 1x Headphone/mic combo jack (3.5mm) Warranty: This genuine Lenovo laptop comes with 1 year onsite manufacturer warranty and 1 Year Accidental Damage Protection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,crezz TWS M19 Smart Headphones  (Wireless),https://www.flipkart.com/crezz-tws-m19-smart-headphones/p/itm8a6b57ed42e1e?pid=SMHGKWM7UZBUGTYB&lid=LSTSMHGKWM7UZBUGTYBZ0NKJ9&marketplace=FLIPKART&q=smart+wearable&store=ajy%2Fvam&srno=s_1_2&otracker=category&fm=organic&iid=7bf318c3-f5f6-4e9d-9c1d-e66747c689a6.SMHGKWM7UZBUGTYB.SEARCH&ppt=pp&ppn=pp&ssid=gm3s15ioqo0000001716143975402&qH=bd2d8225f0c52a6b,3.8,206,1999,419,79,1580,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '6% off up to ₹2000 on HDFC Bank Credit Card EMI Txns, Tenure: 6month and above, Min Txn Value: ₹7500'}, {'type': 'Special Price', 'description': 'Get extra 11% off (price inclusive of cashback/coupon)'}]",Wearable Smart Devices,Smart Headphones,crezz Smart Headphones,,,,,"['Home', 'Wearable Smart Devices', 'Smart Headphones', 'crezz Smart Headphones']",,"[{'rating': '1', 'comment_text': 'Product is very badREAD MORE'}, {'rating': '1', 'comment_text': 'Not good very badREAD MORE'}, {'rating': '5', 'comment_text': 'NiceREAD MORE'}, {'rating': '2', 'comment_text': 'Vestu not goodREAD MORE'}, {'rating': '3', 'comment_text': 'GoodREAD MORE'}, {'rating': '5', 'comment_text': 'Very goodREAD MORE'}, {'rating': '5', 'comment_text': 'Good productREAD MORE'}, {'rating': '1', 'comment_text': 'Sound quality and 🎤mic quality very bad waste of moneyREAD MORE'}, {'rating': '5', 'comment_text': 'My product goodREAD MORE'}, {'rating': '4', 'comment_text': 'Nice productREAD MORE'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU",https://www.amazon.in/HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_1?dib=eyJ2IjoiMSJ9.dyse93q14eJCojM6VESlwTcq-0cuC2zkmZUSpQdAHWARBn2Y6TpwjGJLpvHg4mlvmKOxtnkqgcvnGceNwW22UwhjstiXTAA3NOQJDxipjTboariOhVEafGUBbDUuSKSv4kuIYjCyAov6T6cVdR-QmZZfxOkv5stmB_vX_eohyni7-nMAH22oi70xb7bbBHGaBRTUZSh-K1l-PZWf-7q27SB54clPlDwIRY2h59nb6TpopaUljL88Vd1D51ry2wcLUXxD2JA8k41xjw6tQhb5jdTQ9IwddkVKNUeKcPRWa6I.FGmZGf2JooHSVbWq5_MU2Mcr-P42DVL8NtYXilFUZlw&dib_tag=se&qid=1716143940&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-1,4,860,56261,37890,33,18371,"['Upto ₹1,707.17 EMI interest savings on select Credit CardsUpto ₹1,707.17 EMI interest savings on select Credit Cards', 'Upto ₹2,500.00 discount on select Credit CardsUpto ₹2,500.00 discount on select Credit Cards', 'Switch to Flash.co email id & get Rs 250/- Amazon Pay cashbackSwitch to Flash.co email id & get Rs 250/- Amazon Pay…']",Computers & Accessories,Laptops,Traditional Laptops,,,,,"['Computers & Accessories', 'Laptops', 'Traditional Laptops']","?6-core 12th Gen Intel Core i3-1215U? 8 threads and 10MB L3 cache deliver high performance and instant responsiveness. The Intel UHD graphics help you dive into crisp, stunning visuals.;?Upgraded memory and storage? 8GB DDR4 RAM and 512GB SSD help you undertake improved multitasking with ample of storage and higher-bandwidth memory. Now, create, browse, and work as you please. ?Micro-edge display? The 15.6-inch, FHD, micro-edge, EPEAT registered, ENERGY STAR certified, 250-nit, and anti-glare display helps you see more of what s on your screen in great quality.;?Effortless connectivity? Wi-Fi 5 (2x2) and Bluetooth 5.0 help you be unstoppable with fast speeds. Experience reliable connectivity with 1 x USB Type-C, 2 x USB Type-A, and 1 x HDMI 1.4b ports. ?Long battery life? Fast charging 0% to 50% in 45 mins, up to 7 hours and 45 mins of battery life and up to 10 hours and 45 mins of video playback help you stay productive without frequent charging. ?Business conferencing? HP True Vision HD camera helps you put your point across with utmost clarity in high resolution with temporal noise-reduction and dual speakers.; ?Pre-loaded Win 11 and MS Office? Comes with Win 11 and MS Office 2021. To activate your account, sign in/up on Office, follow the Office Activation Wizard Model: 15s-Fq5007tu/Fq5327tu; Battery Average Life: 10.0 Hours",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,crezz M19 Earbuds Smart Headphones  (Wireless),https://www.flipkart.com/crezz-m19-earbuds-smart-headphones/p/itmaf6a1fa57c851?pid=SMHGKFKYRMHCMAZS&lid=LSTSMHGKFKYRMHCMAZS6DB3H8&marketplace=FLIPKART&q=smart+wearable&store=ajy%2Fvam&srno=s_1_10&otracker=category&fm=organic&iid=7bf318c3-f5f6-4e9d-9c1d-e66747c689a6.SMHGKFKYRMHCMAZS.SEARCH&ppt=pp&ppn=pp&ssid=gm3s15ioqo0000001716143975402&qH=bd2d8225f0c52a6b,3.8,18,1999,380,80,1619,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '6% off up to ₹2000 on HDFC Bank Credit Card EMI Txns, Tenure: 6month and above, Min Txn Value: ₹7500'}, {'type': 'Partner Offer', 'description': 'Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹20,000*'}]",Wearable Smart Devices,Smart Headphones,crezz Smart Headphones,,,,,"['Home', 'Wearable Smart Devices', 'Smart Headphones', 'crezz Smart Headphones']",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
